Company_name,Field,Company_age,Ratings,Highly_rated_for,Critically_rated_for,Total_reviews,Avg_salary,Interviews_taken,Total_jobs_available,Total_benefits
Ksb Pumps,Industrial Machinery ,64,3.9,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,282,12000,19,34,34
IPE Global,Management Consulting ,26,4.0,"Work Life Balance, Work Satisfaction, Company Culture","Job Security, Promotions / Appraisal",281,11000,14,6,37
KLAY Schools,Education & Training ,13,3.9,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,279,13000,23,37,44
LT Foods,Food Processing ,34,4.1,"Job Security, Company Culture, Work Satisfaction",Promotions / Appraisal,279,14000,12,1,42
Urban Ladder,Furniture & Furnishing ,12,3.9,Work Life Balance,"Job Security, Promotions / Appraisal",279,14000,34,43,31
Fynd,Internet ,12,3.6,"Salary & Benefits, Skill Development / Learning",Job Security,279,13000,18,37,29
Kelly Services,Recruitment ,78,4.3,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,278,15000,9,84,41
Pon Pure Chemical,Chemicals ,43,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,278,12000,9,3,32
Aizant Drug Research Solutions,Clinical Research ,19,3.9,"Skill Development / Learning, Work Satisfaction","Salary & Benefits, Promotions / Appraisal",278,14000,8,10,30
K L University,Education & Training ,44,3.9,Skill Development / Learning,Promotions / Appraisal,276,1000,29,8,30
Welspun Flooring,Building Material ,8,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",276,11000,19,5,28
Haldia Petrochemicals,Petrochemicals ,39,3.7,"Job Security, Work Life Balance","Company Culture, Work Satisfaction, Promotions / Appraisal",274,16000,25,7,49
ArcelorMittal,Iron & Steel ,18,4.0,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,274,16000,20,8,27
Flatworld Solutions,BPO ,18,3.9,Work Life Balance,"Salary & Benefits, Promotions / Appraisal",273,26000,16,39,39
Diamondpick,Recruitment ,6,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,273,12000,6,13,15
Essilor,Medical Equipment ,175,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,273,16000,8,11,24
Amoli Organics,Pharma ,33,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",272,18000,9,6,37
Hyundai Glovis,Logistics ,23,4.0,Job Security,Promotions / Appraisal,271,15000,7,5,50
Encube Ethicals,Pharma ,24,3.7,"Job Security, Skill Development / Learning","Work Life Balance, Work Satisfaction, Company Culture",270,18000,12,13,31
Nibav Lifts,Industrial Machinery ,5,3.7,Salary & Benefits,Job Security,270,644,18,21,30
Neilsoft,Engineering & Construction ,31,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",270,22000,25,24,26
Kiswok Industries,Auto Components ,67,3.5,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Salary & Benefits",269,13000,22,18,35
GMR Hyderabad International Airport,Aviation ,24,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",269,12000,13,1,50
Adient,Auto Components ,28,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,268,19000,11,1,68
Hitachi Hi-Rel Power Electronics,Electronics Manufacturing ,41,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",267,16000,15,3,34
Nestaway,Internet ,9,4.0,Work Life Balance,"Job Security, Promotions / Appraisal",267,21000,10,1,36
Nous Infosystems,IT Services & Consulting ,28,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,267,32000,19,33,38
GD Research Center,Analytics & KPO ,17,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",266,23000,17,5,43
HDFC Mutual Fund,Financial Services ,25,3.9,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",266,16000,14,2,19
Gtpl Hathway,Broadcasting ,18,4.1,"Work Life Balance, Job Security",Promotions / Appraisal,266,14000,19,12,23
Saksoft,IT Services & Consulting ,25,3.8,Work Life Balance,Promotions / Appraisal,266,27000,15,34,25
Bmm Ispat,Iron & Steel ,48,4.0,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,264,1000,15,5,37
Air Liquide,Chemicals ,122,4.0,"Job Security, Company Culture",Promotions / Appraisal,264,13000,15,12,33
Alfa Laval,Industrial Machinery ,141,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,264,14000,18,26,45
Konecranes,Industrial Machinery ,49,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,263,17000,15,1,53
Elentec India,IT Services & Consulting ,42,3.7,Job Security,Promotions / Appraisal,263,13000,19,8,54
BrightCHAMPS,EdTech ,4,3.7,Work Life Balance,Promotions / Appraisal,262,670,23,5,45
Equiniti,IT Services & Consulting ,10,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",261,25000,14,93,33
Merck Life Science,Pharma ,356,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,260,2000,13,13,33
Mahindra Insurance Brokers,Insurance ,20,3.8,Work Life Balance,Promotions / Appraisal,260,1000,8,3,40
Sumitomo Chemical,Chemicals ,99,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,259,14000,14,2,26
Bangalore International Airport,Aviation ,23,4.3,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,259,13000,15,17,35
Global Indian International School,Education & Training ,16,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,259,922,14,21,56
Yodlee,Software Product ,25,3.8,"Company Culture, Work Life Balance, Salary & Benefits","Skill Development / Learning, Work Satisfaction",258,25000,16,11,69
Godrej Infotech,IT Services & Consulting ,25,4.2,"Job Security, Work Life Balance, Company Culture",Salary & Benefits,258,17000,16,25,29
Volkswagen Group Technology Solution,Software Product ,8,3.9,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,258,18000,30,7,6
Sotc Travel Services,Travel & Tourism ,75,3.8,Skill Development / Learning,Promotions / Appraisal,257,14000,8,3,28
AIS Glass Solutions,Building Material ,40,3.8,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",257,14000,21,14,43
Ample Technologies,IT Services & Consulting ,28,3.8,Job Security,Promotions / Appraisal,257,13000,16,27,33
AirAsia,Aviation ,11,3.6,Job Security,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",257,15000,26,8,47
Vyapar,Software Product ,7,3.8,Salary & Benefits,Job Security,256,859,18,33,38
Jetking Infotrain,Education & Training ,77,3.7,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",255,964,9,3,31
Kokuyo Camlin,FMCG ,93,4.2,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",255,1000,9,6,28
Incred Finance,NBFC ,8,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,255,17000,11,24,20
Addverb Technologies,Industrial Automation ,8,3.6,Salary & Benefits,"Work Life Balance, Job Security, Work Satisfaction",254,14000,29,13,33
Evolent Health International,Software Product ,13,3.9,"Work Life Balance, Company Culture, Salary & Benefits",Job Security,254,15000,19,16,39
Technicolor,Animation & VFX ,131,4.0,"Company Culture, Work Life Balance","Promotions / Appraisal, Job Security",253,2000,17,17,50
Veeda Clinical Research,Clinical Research ,20,4.1,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,252,13000,8,7,34
Stanley Black & Decker,Industrial Machinery ,181,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,252,16000,12,11,33
Mars,Food Processing ,133,3.8,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",251,865,8,5,15
Valvoline Cummins,Auto Components ,26,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,251,12000,8,3,31
Freecharge,FinTech ,14,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,250,2000,21,61,18
Manhattan Associates,IT Services & Consulting ,34,3.9,Job Security,Work Satisfaction,250,32000,25,12,49
Nilons Enterprises,Food Processing ,62,4.1,Work Life Balance,Promotions / Appraisal,249,1000,11,1,40
MN Dastur & Company,Metals & Mining ,69,3.8,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Job Security",249,861,6,1,45
Concord Biotech,Pharma ,24,3.7,Job Security,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",248,17000,12,7,24
Cimpress,Printing & Publishing ,29,4.0,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,248,2000,29,43,45
Oberoi Realty,Real Estate ,44,3.9,Work Life Balance,Promotions / Appraisal,246,16000,15,7,43
Syncfusion,Software Product ,23,3.6,"Job Security, Skill Development / Learning","Company Culture, Work Life Balance, Salary & Benefits",246,16000,26,12,42
Spice Money,FinTech ,24,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,246,1000,19,4,25
Titan Laboratories,Pharma ,20,3.7,Job Security,"Promotions / Appraisal, Work Satisfaction",246,803,6,15,58
GM Modular,Electrical Equipment ,24,4.0,Job Security,Promotions / Appraisal,246,14000,10,29,38
Nava Limited,Metals & Mining ,52,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,245,11000,13,13,29
ProConnect Integrated Logistics,Logistics ,12,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,244,14000,9,17,27
Associated Road Carriers,Logistics ,52,4.2,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal,244,908,12,9,15
Berkadia,Real Estate ,15,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,244,19000,13,7,37
Hollister Medical,Medical Equipment ,103,4.1,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,243,868,15,6,44
Hollister Medical,Medical Equipment ,103,4.1,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,243,868,15,6,44
ReachLocal Services,Marketing & Advertising ,14,3.8,"Work Life Balance, Company Culture",Promotions / Appraisal,242,948,14,32,24
Ubisoft Entertainment,Gaming ,38,4.0,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",241,18000,26,6,50
The Hershey Company,Food Processing ,130,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,239,996,12,8,27
Roche Diagnostics,Pharma ,128,3.7,Salary & Benefits,"Promotions / Appraisal, Job Security, Work Satisfaction",238,13000,11,2,26
Khimji Ramdas,Retail ,154,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,238,841,10,11,26
Sabre,Software Product ,64,3.9,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal",238,24000,20,9,41
Onida,Consumer Electronics & Appliances ,43,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",238,778,4,2,20
MapmyIndia,Software Product ,32,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",238,16000,15,5,25
TÜV Rheinland,Law Enforcement & Security ,152,4.1,"Company Culture, Work Life Balance",Promotions / Appraisal,237,12000,8,1,29
CK Birla Group,Building Material ,162,4.1,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,237,12000,7,2,28
HungerBox,Internet ,8,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",237,12000,12,5,33
Orion Innovation,IT Services & Consulting ,31,3.6,Skill Development / Learning,"Promotions / Appraisal, Work Life Balance",237,26000,19,19,13
Sub-K IMPACT Solutions,Financial Services ,14,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,237,772,14,7,33
Bombay Intelligence Security,Law Enforcement & Security ,48,3.8,Skill Development / Learning,Promotions / Appraisal,237,632,10,10,29
Vayam Info Solutions,Recruitment ,14,3.8,Company Culture,"Promotions / Appraisal, Salary & Benefits",236,989,12,1,20
Indus Net Technologies,IT Services & Consulting ,27,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Company Culture",235,17000,12,30,22
Mitra SK,Other ,86,3.9,"Skill Development / Learning, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",234,928,12,3,28
Planetcast,Media & Entertainment ,28,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",233,15000,11,8,22
Moody's Analytics,Analytics & KPO ,17,3.7,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",233,28000,12,40,24
Sir H. N. Reliance Foundation Hospital and Research,Healthcare ,99,3.9,"Salary & Benefits, Job Security","Work Satisfaction, Work Life Balance",233,759,13,16,11
Toshiba Transmission & Distribution Systems,Electrical Equipment ,130,4.0,Job Security,Promotions / Appraisal,232,15000,19,34,44
Oriflame,Beauty & Personal Care ,57,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,231,846,9,2,44
ESAB,Industrial Machinery ,37,4.2,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",231,13000,16,1,40
VVF,FMCG ,85,3.7,Job Security,Promotions / Appraisal,230,12000,8,7,28
Walchandnagar Industries,Industrial Machinery ,116,4.0,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Salary & Benefits,229,12000,7,2,30
Springer Nature,Printing & Publishing ,18,3.9,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",229,22000,20,11,25
Walchandnagar Industries,Industrial Machinery ,116,4.0,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Salary & Benefits,229,12000,7,2,30
Mediamint,Marketing & Advertising ,14,3.9,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",228,19000,23,14,29
RV Solutions,IT Services & Consulting ,16,4.0,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,226,12000,6,1,31
TravelTriangle,Internet ,14,3.8,"Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal, Job Security",226,16000,7,30,44
Holisol Logistics,Logistics ,15,3.8,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",225,1000,10,2,30
Trivium Education Services,EdTech ,14,3.9,Work Life Balance,"Promotions / Appraisal, Job Security",225,876,24,16,24
Sonalika Group of Companies,Automobile ,55,3.9,Job Security,Promotions / Appraisal,225,12000,16,22,31
Light & Wonder,Gaming ,51,3.9,"Work Life Balance, Salary & Benefits, Company Culture",Skill Development / Learning,223,28000,14,7,41
Vem Technologies,Defence & Aerospace ,31,3.9,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal, Company Culture",223,13000,12,1,25
Dinshaws,Food Processing ,92,3.8,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,223,936,5,1,21
CEVA Logistics,Logistics ,18,3.9,Work Life Balance,Promotions / Appraisal,223,11000,5,3,29
Bihar Rural Livelihoods Promotion Society,Non-Profit ,17,3.8,Skill Development / Learning,"Promotions / Appraisal, Job Security",222,699,11,1,36
Stelis Biopharma,Pharma ,11,3.8,Skill Development / Learning,"Promotions / Appraisal, Company Culture, Job Security",222,13000,28,1,39
Ador Welding,Industrial Machinery ,73,4.0,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",222,984,8,16,32
Sedemac Mechatronics,Emerging Technologies ,17,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,221,12000,10,3,33
Grupo Antolin,Auto Components ,74,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",221,14000,16,15,31
SVC Co-Operative Bank,Banking ,118,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,221,11000,4,5,25
Grant Thornton Bharat,Accounting & Auditing ,89,3.8,Job Security,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",221,12000,32,7,17
AIRBUS,Aviation ,54,3.7,"Work Life Balance, Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",220,31000,53,6,44
Rochem Separation Systems,Industrial Machinery ,33,3.9,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits",220,11000,14,1,22
BIC Cello,Other ,66,3.9,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,219,935,8,3,24
Cotmac Electronics,Industrial Automation ,33,4.1,"Skill Development / Learning, Job Security, Company Culture",Salary & Benefits,218,13000,9,19,14
